time,type
2020/1/18,TRANSFER
2020/1/18,CANCEL_BID
2020/1/18,TRANSFER
2020/1/18,TRANSFER
2020/1/18,SALE_PRICE_SET
2020/1/18,BID
2020/1/18,ACCEPT_BID
2020/1/18,BID
2020/1/18,BID
2020/1/18,BID
2020/1/18,BID
2020/1/18,BID
2020/1/18,BID
2020/1/18,CANCEL_BID
2020/1/18,ACCEPT_BID
2020/1/18,BID
2020/1/18,TRANSFER
2020/1/18,SALE_PRICE_SET
2020/1/18,BID
2020/1/18,BID
2020/1/18,BID
2020/1/18,ACCEPT_BID
2020/1/18,BID
2020/1/18,ACCEPT_BID
2020/1/18,BID
2020/1/18,BID
2020/1/18,BID
2020/1/18,BID
2020/1/18,ACCEPT_BID
2020/1/18,BID
2020/1/18,SALE_PRICE_SET
2020/1/18,BID
2020/1/18,BID
2020/1/18,BID
2020/1/18,BID
2020/1/18,BID
2020/1/18,BID
2020/1/18,BID
2020/1/18,CANCEL_BID
2020/1/18,ACCEPT_BID
2020/1/18,BID
2020/1/18,BID
2020/1/18,BID
2020/1/18,CREATION
2020/1/18,CREATION
2020/1/18,CREATION
2020/1/18,BID
2020/1/18,CREATION
2020/1/18,CREATION
2020/1/18,BID
2020/1/18,BID
2020/1/18,BID
2020/1/18,CREATION
2020/1/18,CREATION
2020/1/18,CREATION
2020/1/18,BID
2020/1/18,BID
2020/1/18,BID
2020/1/18,BID
2020/1/18,BID
2020/1/18,CREATION
2020/1/18,SALE_PRICE_SET
2020/1/18,BID
2020/1/18,CREATION
2020/1/18,CREATION
2020/1/18,CREATION
2020/1/18,BID
2020/1/18,CREATION
2020/1/18,CREATION
2020/1/18,CREATION
2020/1/18,BID
2020/1/18,BID
2020/1/18,CREATION
2020/1/18,CREATION
2020/1/18,CREATION
2020/1/18,CREATION
2020/1/18,CREATION
2020/1/18,CREATION
2020/1/18,CREATION
2020/1/18,CREATION
2020/1/19,TRANSFER
2020/1/19,TRANSFER
2020/1/19,BID
2020/1/19,SALE_PRICE_SET
2020/1/19,SALE_PRICE_SET
2020/1/19,SALE_PRICE_SET
2020/1/19,TRANSFER
2020/1/19,SALE_PRICE_SET
2020/1/19,TRANSFER
2020/1/19,BID
2020/1/19,BID
2020/1/19,CANCEL_BID
2020/1/19,TRANSFER
2020/1/19,BID
2020/1/19,SALE_PRICE_SET
2020/1/19,SALE_PRICE_SET
2020/1/19,SALE_PRICE_SET
2020/1/19,SALE_PRICE_SET
2020/1/19,SALE_PRICE_SET
2020/1/19,ACCEPT_BID
2020/1/19,BID
2020/1/19,ACCEPT_BID
2020/1/19,BID
2020/1/19,CANCEL_BID
2020/1/19,TRANSFER
2020/1/19,SALE_PRICE_SET
2020/1/19,TRANSFER
2020/1/19,TRANSFER
2020/1/19,SALE_PRICE_SET
2020/1/19,CANCEL_BID
2020/1/19,TRANSFER
2020/1/19,ACCEPT_BID
2020/1/19,SALE_PRICE_SET
2020/1/19,SALE_PRICE_SET
2020/1/19,SALE_PRICE_SET
2020/1/19,TRANSFER
2020/1/19,SALE_PRICE_SET
2020/1/19,SALE_PRICE_SET
2020/1/19,BID
2020/1/19,SALE_PRICE_SET
2020/1/19,SALE_PRICE_SET
2020/1/19,BID
2020/1/19,BID
2020/1/19,SALE_PRICE_SET
2020/1/19,SALE_PRICE_SET
2020/1/19,SALE_PRICE_SET
2020/1/19,SALE_PRICE_SET
2020/1/19,BID
2020/1/19,SALE_PRICE_SET
2020/1/19,SALE_PRICE_SET
2020/1/19,SALE_PRICE_SET
2020/1/19,SALE_PRICE_SET
2020/1/19,SALE_PRICE_SET
2020/1/19,SALE_PRICE_SET
2020/1/19,SALE_PRICE_SET
2020/1/19,SALE_PRICE_SET
2020/1/19,SALE_PRICE_SET
2020/1/19,SALE_PRICE_SET
2020/1/19,CANCEL_BID
2020/1/19,SALE_PRICE_SET
2020/1/19,BID
2020/1/19,ACCEPT_BID
2020/1/19,TRANSFER
2020/1/19,SALE_PRICE_SET
2020/1/19,TRANSFER
2020/1/19,SALE_PRICE_SET
2020/1/19,CANCEL_BID
2020/1/19,BID
2020/1/19,SALE_PRICE_SET
2020/1/19,ACCEPT_BID
2020/1/19,BID
2020/1/19,TRANSFER
2020/1/19,SALE_PRICE_SET
2020/1/19,SALE_PRICE_SET
2020/1/19,CANCEL_BID
2020/1/19,ACCEPT_BID
2020/1/19,BID
2020/1/19,SALE_PRICE_SET
2020/1/19,SALE_PRICE_SET
2020/1/19,ACCEPT_BID
2020/1/19,ACCEPT_BID
2020/1/19,SALE_PRICE_SET
2020/1/19,BID
2020/1/19,SALE_PRICE_SET
2020/1/19,BID
2020/1/19,SALE_PRICE_SET
2020/1/19,ACCEPT_BID
2020/1/19,SALE_PRICE_SET
2020/1/19,TRANSFER
2020/1/19,TRANSFER
2020/1/19,TRANSFER
2020/1/19,BID
2020/1/19,CANCEL_BID
2020/1/19,BID
2020/1/19,BID
2020/1/19,CANCEL_BID
2020/1/19,ACCEPT_BID
2020/1/19,ACCEPT_BID
2020/1/19,BID
2020/1/19,BID
2020/1/19,BID
2020/1/19,ACCEPT_BID
2020/1/19,CANCEL_BID
2020/1/19,CANCEL_BID
2020/1/19,SALE_PRICE_SET
2020/1/19,BID
2020/1/19,BID
2020/1/19,SALE_PRICE_SET
2020/1/19,BID
2020/1/19,BID
2020/1/19,BID
2020/1/19,BID
2020/1/19,BID
2020/1/19,BID
2020/1/19,CANCEL_BID
2020/1/19,BID
2020/1/19,SALE_PRICE_SET
2020/1/19,ACCEPT_BID
2020/1/19,BID
2020/1/19,CANCEL_BID
2020/1/19,BID
2020/1/19,BID
2020/1/19,ACCEPT_BID
2020/1/19,BID
2020/1/19,BID
2020/1/19,BID
2020/1/19,BID
2020/1/19,BID
2020/1/19,BID
2020/1/19,BID
2020/1/19,CANCEL_BID
2020/1/19,BID
2020/1/19,BID
2020/1/19,CREATION
2020/1/19,CREATION
2020/1/19,ACCEPT_BID
2020/1/19,BID
2020/1/19,BID
2020/1/19,BID
2020/1/19,CREATION
2020/1/19,BID
2020/1/19,BID
2020/1/19,BID
2020/1/19,CREATION
2020/1/19,CREATION
2020/1/19,CREATION
2020/1/19,ACCEPT_BID
2020/1/19,BID
2020/1/19,SALE_PRICE_SET
2020/1/19,CREATION
2020/1/19,CREATION
2020/1/19,ACCEPT_BID
2020/1/19,BID
2020/1/19,SALE_PRICE_SET
2020/1/19,BID
2020/1/19,BID
2020/1/19,BID
2020/1/19,BID
2020/1/19,SALE_PRICE_SET
2020/1/19,CREATION
2020/1/19,CREATION
2020/1/19,CREATION
2020/1/19,BID
2020/1/19,SALE_PRICE_SET
2020/1/19,CREATION
2020/1/19,CREATION
2020/1/19,BID
2020/1/19,BID
2020/1/19,CREATION
2020/1/19,BID
2020/1/19,CREATION
2020/1/19,BID
2020/1/19,CREATION
2020/1/19,BID
2020/1/19,BID
2020/1/19,BID
2020/1/19,CREATION
2020/1/19,CREATION
2020/1/19,CREATION
2020/1/19,CREATION
2020/1/19,CREATION
2020/1/19,CREATION
2020/1/19,BID
2020/1/19,CREATION
2020/1/19,CREATION
2020/1/19,BID
2020/1/19,CREATION
2020/1/19,CREATION
2020/1/19,BID
2020/1/19,CREATION
2020/1/20,TRANSFER
2020/1/20,CANCEL_BID
2020/1/20,CANCEL_BID
2020/1/20,TRANSFER
2020/1/20,TRANSFER
2020/1/20,BID
2020/1/20,BID
2020/1/20,BID
2020/1/20,BID
2020/1/20,BID
2020/1/20,TRANSFER
2020/1/20,TRANSFER
2020/1/20,SALE_PRICE_SET
2020/1/20,CANCEL_BID
2020/1/20,BID
2020/1/20,BID
2020/1/20,BID
2020/1/20,BID
2020/1/20,CANCEL_BID
2020/1/20,CANCEL_BID
2020/1/20,CANCEL_BID
2020/1/20,SALE_PRICE_SET
2020/1/20,ACCEPT_BID
2020/1/20,BID
2020/1/20,ACCEPT_BID
2020/1/20,BID
2020/1/20,CANCEL_BID
2020/1/20,BID
2020/1/20,BID
2020/1/20,CANCEL_BID
2020/1/20,SALE_PRICE_SET
2020/1/20,SALE
2020/1/20,SALE_PRICE_SET
2020/1/20,CANCEL_BID
2020/1/20,SALE_PRICE_SET
2020/1/20,CANCEL_BID
2020/1/20,BID
2020/1/20,BID
2020/1/20,ACCEPT_BID
2020/1/20,SALE_PRICE_SET
2020/1/20,CANCEL_BID
2020/1/20,SALE_PRICE_SET
2020/1/20,SALE_PRICE_SET
2020/1/20,CANCEL_BID
2020/1/20,TRANSFER
2020/1/20,TRANSFER
2020/1/20,SALE_PRICE_SET
2020/1/20,BID
2020/1/20,SALE_PRICE_SET
2020/1/20,CANCEL_BID
2020/1/20,CANCEL_BID
2020/1/20,SALE_PRICE_SET
2020/1/20,SALE_PRICE_SET
2020/1/20,SALE
2020/1/20,BID
2020/1/20,ACCEPT_BID
2020/1/20,BID
2020/1/20,BID
2020/1/20,SALE_PRICE_SET
2020/1/20,SALE_PRICE_SET
2020/1/20,SALE_PRICE_SET
2020/1/20,SALE_PRICE_SET
2020/1/20,CANCEL_BID
2020/1/20,ACCEPT_BID
2020/1/20,TRANSFER
2020/1/20,BID
2020/1/20,BID
2020/1/20,SALE_PRICE_SET
2020/1/20,SALE_PRICE_SET
2020/1/20,SALE_PRICE_SET
2020/1/20,SALE_PRICE_SET
2020/1/20,CANCEL_BID
2020/1/20,BID
2020/1/20,BID
2020/1/20,BID
2020/1/20,ACCEPT_BID
2020/1/20,BID
2020/1/20,BID
2020/1/20,SALE_PRICE_SET
2020/1/20,BID
2020/1/20,BID
2020/1/20,BID
2020/1/20,CANCEL_BID
2020/1/20,BID
2020/1/20,BID
2020/1/20,SALE_PRICE_SET
2020/1/20,ACCEPT_BID
2020/1/20,BID
2020/1/20,ACCEPT_BID
2020/1/20,BID
2020/1/20,BID
2020/1/20,BID
2020/1/20,BID
2020/1/20,SALE
2020/1/20,CANCEL_BID
2020/1/20,TRANSFER
2020/1/20,ACCEPT_BID
2020/1/20,SALE_PRICE_SET
2020/1/20,BID
2020/1/20,BID
2020/1/20,SALE_PRICE_SET
2020/1/20,SALE_PRICE_SET
2020/1/20,BID
2020/1/20,BID
2020/1/20,BID
2020/1/20,BID
2020/1/20,BID
2020/1/20,SALE_PRICE_SET
2020/1/20,CANCEL_BID
2020/1/20,BID
2020/1/20,BID
2020/1/20,SALE_PRICE_SET
2020/1/20,ACCEPT_BID
2020/1/20,BID
2020/1/20,BID
2020/1/20,BID
2020/1/20,BID
2020/1/20,BID
2020/1/20,BID
2020/1/20,BID
2020/1/20,BID
2020/1/20,SALE_PRICE_SET
2020/1/20,ACCEPT_BID
2020/1/20,BID
2020/1/20,ACCEPT_BID
2020/1/20,ACCEPT_BID
2020/1/20,BID
2020/1/20,CREATION
2020/1/20,CREATION
2020/1/20,BID
2020/1/20,CREATION
2020/1/20,BID
2020/1/20,CREATION
2020/1/20,CREATION
2020/1/20,CREATION
2020/1/20,CREATION
2020/1/20,CREATION
2020/1/20,CREATION
2020/1/20,CREATION
2020/1/20,CREATION
2020/1/20,CREATION
2020/1/20,BID
2020/1/20,CREATION
2020/1/20,CREATION
2020/1/20,CREATION
2020/1/20,CREATION
2020/1/20,CREATION
2020/1/20,SALE_PRICE_SET
2020/1/20,CREATION
2020/1/21,SALE_PRICE_SET
2020/1/21,CANCEL_BID
2020/1/21,BID
2020/1/21,SALE_PRICE_SET
2020/1/21,SALE_PRICE_SET
2020/1/21,TRANSFER
2020/1/21,CANCEL_BID
2020/1/21,BID
2020/1/21,BID
2020/1/21,SALE_PRICE_SET
2020/1/21,SALE
2020/1/21,BID
2020/1/21,CANCEL_BID
2020/1/21,BID
2020/1/21,CANCEL_BID
2020/1/21,BID
2020/1/21,SALE
2020/1/21,SALE
2020/1/21,SALE_PRICE_SET
2020/1/21,SALE_PRICE_SET
2020/1/21,CANCEL_BID
2020/1/21,BID
2020/1/21,CANCEL_BID
2020/1/21,BID
2020/1/21,ACCEPT_BID
2020/1/21,BID
2020/1/21,BID
2020/1/21,BID
2020/1/21,BID
2020/1/21,ACCEPT_BID
2020/1/21,BID
2020/1/21,CANCEL_BID
2020/1/21,BID
2020/1/21,SALE
2020/1/21,ACCEPT_BID
2020/1/21,BID
2020/1/21,ACCEPT_BID
2020/1/21,BID
2020/1/21,CANCEL_BID
2020/1/21,BID
2020/1/21,CANCEL_BID
2020/1/21,BID
2020/1/21,ACCEPT_BID
2020/1/21,BID
2020/1/21,BID
2020/1/21,BID
2020/1/21,BID
2020/1/21,CANCEL_BID
2020/1/21,BID
2020/1/21,SALE_PRICE_SET
2020/1/21,SALE_PRICE_SET
2020/1/21,CANCEL_BID
2020/1/21,BID
2020/1/21,SALE_PRICE_SET
2020/1/21,SALE_PRICE_SET
2020/1/21,SALE_PRICE_SET
2020/1/21,SALE_PRICE_SET
2020/1/21,SALE_PRICE_SET
2020/1/21,SALE_PRICE_SET
2020/1/21,SALE_PRICE_SET
2020/1/21,CANCEL_BID
2020/1/21,BID
2020/1/21,SALE_PRICE_SET
2020/1/21,BID
2020/1/21,SALE_PRICE_SET
2020/1/21,ACCEPT_BID
2020/1/21,CANCEL_BID
2020/1/21,TRANSFER
2020/1/21,TRANSFER
2020/1/21,SALE_PRICE_SET
2020/1/21,SALE_PRICE_SET
2020/1/21,TRANSFER
2020/1/21,TRANSFER
2020/1/21,TRANSFER
2020/1/21,SALE_PRICE_SET
2020/1/21,CANCEL_BID
2020/1/21,BID
2020/1/21,SALE_PRICE_SET
2020/1/21,SALE_PRICE_SET
2020/1/21,SALE_PRICE_SET
2020/1/21,SALE_PRICE_SET
2020/1/21,SALE_PRICE_SET
2020/1/21,SALE_PRICE_SET
2020/1/21,SALE_PRICE_SET
2020/1/21,SALE_PRICE_SET
2020/1/21,SALE_PRICE_SET
2020/1/21,SALE_PRICE_SET
2020/1/21,TRANSFER
2020/1/21,ACCEPT_BID
2020/1/21,CANCEL_BID
2020/1/21,ACCEPT_BID
2020/1/21,SALE_PRICE_SET
2020/1/21,TRANSFER
2020/1/21,SALE_PRICE_SET
2020/1/21,ACCEPT_BID
2020/1/21,BID
2020/1/21,ACCEPT_BID
2020/1/21,SALE_PRICE_SET
2020/1/21,SALE_PRICE_SET
2020/1/21,SALE_PRICE_SET
2020/1/21,SALE_PRICE_SET
2020/1/21,ACCEPT_BID
2020/1/21,BID
2020/1/21,BID
2020/1/21,BID
2020/1/21,SALE_PRICE_SET
2020/1/21,SALE_PRICE_SET
2020/1/21,BID
2020/1/21,BID
2020/1/21,BID
2020/1/21,ACCEPT_BID
2020/1/21,BID
2020/1/21,BID
2020/1/21,ACCEPT_BID
2020/1/21,SALE_PRICE_SET
2020/1/21,ACCEPT_BID
2020/1/21,BID
2020/1/21,CANCEL_BID
2020/1/21,ACCEPT_BID
2020/1/21,ACCEPT_BID
2020/1/21,SALE_PRICE_SET
2020/1/21,SALE_PRICE_SET
2020/1/21,ACCEPT_BID
2020/1/21,ACCEPT_BID
2020/1/21,SALE_PRICE_SET
2020/1/21,BID
2020/1/21,BID
2020/1/21,BID
2020/1/21,BID
2020/1/21,SALE_PRICE_SET
2020/1/21,ACCEPT_BID
2020/1/21,ACCEPT_BID
2020/1/21,ACCEPT_BID
2020/1/21,BID
2020/1/21,BID
2020/1/21,ACCEPT_BID
2020/1/21,SALE_PRICE_SET
2020/1/21,BID
2020/1/21,SALE_PRICE_SET
2020/1/21,SALE_PRICE_SET
2020/1/21,BID
2020/1/21,BID
2020/1/21,BID
2020/1/21,SALE_PRICE_SET
2020/1/21,BID
2020/1/21,BID
2020/1/21,ACCEPT_BID
2020/1/21,BID
2020/1/21,BID
2020/1/21,CREATION
2020/1/21,SALE_PRICE_SET
2020/1/21,CREATION
2020/1/21,BID
2020/1/21,BID
2020/1/21,BID
2020/1/21,CREATION
2020/1/21,CREATION
2020/1/21,CREATION
2020/1/21,CREATION
2020/1/21,BID
2020/1/21,BID
2020/1/21,CREATION
2020/1/21,CREATION
2020/1/21,CREATION
2020/1/21,BID
2020/1/21,CREATION
2020/1/21,CREATION
2020/1/21,CREATION
2020/1/21,CREATION
2020/1/21,CREATION
2020/1/21,CREATION
2020/1/21,BID
2020/1/21,CREATION
2020/1/21,CREATION
2020/1/21,CREATION
2020/1/21,BID
2020/1/21,CREATION
2020/1/21,BID
2020/1/21,CREATION
2020/1/21,ACCEPT_BID
2020/1/21,CREATION
2020/1/21,ACCEPT_BID
2020/1/21,BID
2020/1/21,CREATION
2020/1/21,CREATION
2020/1/21,CREATION
2020/1/21,ACCEPT_BID
2020/1/21,BID
2020/1/21,CREATION
2020/1/21,CREATION
2020/1/21,CREATION
2020/1/21,CREATION
2020/1/22,BID
2020/1/22,CANCEL_BID
2020/1/22,SALE_PRICE_SET
2020/1/22,SALE_PRICE_SET
2020/1/22,ACCEPT_BID
2020/1/22,BID
2020/1/22,SALE_PRICE_SET
2020/1/22,SALE
2020/1/22,ACCEPT_BID
2020/1/22,BID
2020/1/22,SALE_PRICE_SET
2020/1/22,BID
2020/1/22,SALE_PRICE_SET
2020/1/22,SALE_PRICE_SET
2020/1/22,SALE_PRICE_SET
2020/1/22,SALE_PRICE_SET
2020/1/22,BID
2020/1/22,ACCEPT_BID
2020/1/22,BID
2020/1/22,BID
2020/1/22,BID
2020/1/22,SALE_PRICE_SET
2020/1/22,BID
2020/1/22,ACCEPT_BID
2020/1/22,ACCEPT_BID
2020/1/22,ACCEPT_BID
2020/1/22,BID
2020/1/22,SALE_PRICE_SET
2020/1/22,BID
2020/1/22,SALE
2020/1/22,SALE
2020/1/22,ACCEPT_BID
2020/1/22,BID
2020/1/22,SALE_PRICE_SET
2020/1/22,SALE_PRICE_SET
2020/1/22,ACCEPT_BID
2020/1/22,BID
2020/1/22,ACCEPT_BID
2020/1/22,BID
2020/1/22,SALE
2020/1/22,ACCEPT_BID
2020/1/22,SALE_PRICE_SET
2020/1/22,ACCEPT_BID
2020/1/22,BID
2020/1/22,BID
2020/1/22,BID
2020/1/22,BID
2020/1/22,SALE
2020/1/22,SALE
2020/1/22,BID
2020/1/22,BID
2020/1/22,SALE_PRICE_SET
2020/1/22,ACCEPT_BID
2020/1/22,SALE_PRICE_SET
2020/1/22,SALE_PRICE_SET
2020/1/22,SALE_PRICE_SET
2020/1/22,BID
2020/1/22,ACCEPT_BID
2020/1/22,SALE_PRICE_SET
2020/1/22,BID
2020/1/22,BID
2020/1/22,SALE_PRICE_SET
2020/1/22,ACCEPT_BID
2020/1/22,BID
2020/1/22,BID
2020/1/22,ACCEPT_BID
2020/1/22,CANCEL_BID
2020/1/22,ACCEPT_BID
2020/1/22,SALE_PRICE_SET
2020/1/22,ACCEPT_BID
2020/1/22,BID
2020/1/22,BID
2020/1/22,BID
2020/1/22,ACCEPT_BID
2020/1/22,SALE_PRICE_SET
2020/1/22,SALE_PRICE_SET
2020/1/22,SALE_PRICE_SET
2020/1/22,SALE
2020/1/22,BID
2020/1/22,BID
2020/1/22,ACCEPT_BID
2020/1/22,BID
2020/1/22,BID
2020/1/22,BID
2020/1/22,SALE_PRICE_SET
2020/1/22,SALE_PRICE_SET
2020/1/22,SALE_PRICE_SET
2020/1/22,BID
2020/1/22,SALE_PRICE_SET
2020/1/22,ACCEPT_BID
2020/1/22,ACCEPT_BID
2020/1/22,ACCEPT_BID
2020/1/22,BID
2020/1/22,CANCEL_BID
2020/1/22,BID
2020/1/22,CANCEL_BID
2020/1/22,BID
2020/1/22,ACCEPT_BID
2020/1/22,BID
2020/1/22,SALE_PRICE_SET
2020/1/22,SALE
2020/1/22,SALE
2020/1/22,ACCEPT_BID
2020/1/22,BID
2020/1/22,ACCEPT_BID
2020/1/22,BID
2020/1/22,ACCEPT_BID
2020/1/22,BID
2020/1/22,BID
2020/1/22,SALE_PRICE_SET
2020/1/22,SALE_PRICE_SET
2020/1/22,TRANSFER
2020/1/22,BID
2020/1/22,BID
2020/1/22,CANCEL_BID
2020/1/22,ACCEPT_BID
2020/1/22,BID
2020/1/22,BID
2020/1/22,SALE_PRICE_SET
2020/1/22,BID
2020/1/22,BID
2020/1/22,BID
2020/1/22,TRANSFER
2020/1/22,BID
2020/1/22,CANCEL_BID
2020/1/22,BID
2020/1/22,BID
2020/1/22,BID
2020/1/22,BID
2020/1/22,BID
2020/1/22,BID
2020/1/22,ACCEPT_BID
2020/1/22,ACCEPT_BID
2020/1/22,BID
2020/1/22,BID
2020/1/22,BID
2020/1/22,BID
2020/1/22,BID
2020/1/22,BID
2020/1/22,BID
2020/1/22,BID
2020/1/22,BID
2020/1/22,ACCEPT_BID
2020/1/22,BID
2020/1/22,ACCEPT_BID
2020/1/22,BID
2020/1/22,BID
2020/1/22,BID
2020/1/22,CREATION
2020/1/22,CREATION
2020/1/22,CREATION
2020/1/22,SALE_PRICE_SET
2020/1/22,CREATION
2020/1/22,BID
2020/1/22,CREATION
2020/1/22,BID
2020/1/22,CREATION
2020/1/22,SALE_PRICE_SET
2020/1/22,BID
2020/1/22,SALE_PRICE_SET
2020/1/22,CREATION
2020/1/22,CREATION
2020/1/22,BID
2020/1/22,BID
2020/1/22,BID
2020/1/22,CREATION
2020/1/22,CREATION
2020/1/22,BID
2020/1/22,CREATION
2020/1/22,CREATION
2020/1/22,CREATION
2020/1/22,CREATION
2020/1/22,BID
2020/1/22,CREATION
2020/1/22,CREATION
2020/1/22,BID
2020/1/22,BID
2020/1/22,BID
2020/1/22,CREATION
2020/1/22,CREATION
2020/1/23,SALE_PRICE_SET
2020/1/23,SALE
2020/1/23,SALE_PRICE_SET
2020/1/23,SALE_PRICE_SET
2020/1/23,SALE
2020/1/23,SALE
2020/1/23,SALE_PRICE_SET
2020/1/23,ACCEPT_BID
2020/1/23,SALE_PRICE_SET
2020/1/23,ACCEPT_BID
2020/1/23,SALE_PRICE_SET
2020/1/23,CANCEL_BID
2020/1/23,ACCEPT_BID
2020/1/23,SALE_PRICE_SET
2020/1/23,SALE_PRICE_SET
2020/1/23,SALE_PRICE_SET
2020/1/23,SALE_PRICE_SET
2020/1/23,SALE_PRICE_SET
2020/1/23,SALE_PRICE_SET
2020/1/23,BID
2020/1/23,BID
2020/1/23,BID
2020/1/23,SALE_PRICE_SET
2020/1/23,BID
2020/1/23,ACCEPT_BID
2020/1/23,BID
2020/1/23,CANCEL_BID
2020/1/23,BID
2020/1/23,ACCEPT_BID
2020/1/23,TRANSFER
2020/1/23,SALE_PRICE_SET
2020/1/23,BID
2020/1/23,TRANSFER
2020/1/23,SALE_PRICE_SET
2020/1/23,BID
2020/1/23,CANCEL_BID
2020/1/23,BID
2020/1/23,TRANSFER
2020/1/23,SALE_PRICE_SET
2020/1/23,SALE_PRICE_SET
2020/1/23,BID
2020/1/23,ACCEPT_BID
2020/1/23,BID
2020/1/23,BID
2020/1/23,BID
2020/1/23,ACCEPT_BID
2020/1/23,BID
2020/1/23,ACCEPT_BID
2020/1/23,BID
2020/1/23,CANCEL_BID
2020/1/23,ACCEPT_BID
2020/1/23,CANCEL_BID
2020/1/23,BID
2020/1/23,ACCEPT_BID
2020/1/23,ACCEPT_BID
2020/1/23,CANCEL_BID
2020/1/23,BID
2020/1/23,BID
2020/1/23,BID
2020/1/23,BID
2020/1/23,BID
2020/1/23,BID
2020/1/23,TRANSFER
2020/1/23,SALE
2020/1/23,BID
2020/1/23,BID
2020/1/23,BID
2020/1/23,BID
2020/1/23,TRANSFER
2020/1/23,SALE_PRICE_SET
2020/1/23,ACCEPT_BID
2020/1/23,BID
2020/1/23,ACCEPT_BID
2020/1/23,BID
2020/1/23,BID
2020/1/23,BID
2020/1/23,BID
2020/1/23,BID
2020/1/23,BID
2020/1/23,ACCEPT_BID
2020/1/23,ACCEPT_BID
2020/1/23,ACCEPT_BID
2020/1/23,BID
2020/1/23,CANCEL_BID
2020/1/23,BID
2020/1/23,ACCEPT_BID
2020/1/23,BID
2020/1/23,BID
2020/1/23,BID
2020/1/23,BID
2020/1/23,CANCEL_BID
2020/1/23,BID
2020/1/23,SALE_PRICE_SET
2020/1/23,SALE_PRICE_SET
2020/1/23,BID
2020/1/23,SALE_PRICE_SET
2020/1/23,BID
2020/1/23,ACCEPT_BID
2020/1/23,BID
2020/1/23,BID
2020/1/23,CANCEL_BID
2020/1/23,BID
2020/1/23,BID
2020/1/23,BID
2020/1/23,BID
2020/1/23,CREATION
2020/1/23,CREATION
2020/1/23,CREATION
2020/1/23,CREATION
2020/1/23,CREATION
2020/1/23,CREATION
2020/1/23,CREATION
2020/1/23,BID
2020/1/23,CREATION
2020/1/23,CREATION
2020/1/23,CREATION
2020/1/23,CREATION
2020/1/23,CREATION
2020/1/23,BID
2020/1/23,BID
2020/1/23,BID
2020/1/23,SALE_PRICE_SET
2020/1/23,CREATION
2020/1/23,CREATION
2020/1/23,CREATION
2020/1/23,BID
2020/1/23,CREATION
2020/1/23,ACCEPT_BID
2020/1/23,BID
2020/1/23,BID
2020/1/23,CREATION
2020/1/23,CREATION
2020/1/23,BID
2020/1/23,CREATION
2020/1/23,CREATION
2020/1/23,BID
2020/1/23,CREATION
2020/1/23,BID
2020/1/23,CANCEL_BID
2020/1/23,BID
2020/1/23,CREATION
2020/1/23,CREATION
2020/1/23,CREATION
2020/1/23,CREATION
2020/1/24,CANCEL_BID
2020/1/24,BID
2020/1/24,CANCEL_BID
2020/1/24,BID
2020/1/24,SALE_PRICE_SET
2020/1/24,CANCEL_BID
2020/1/24,CANCEL_BID
2020/1/24,SALE_PRICE_SET
2020/1/24,ACCEPT_BID
2020/1/24,SALE_PRICE_SET
2020/1/24,SALE
2020/1/24,BID
2020/1/24,TRANSFER
2020/1/24,SALE_PRICE_SET
2020/1/24,SALE_PRICE_SET
2020/1/24,BID
2020/1/24,BID
2020/1/24,TRANSFER
2020/1/24,CANCEL_BID
2020/1/24,SALE_PRICE_SET
2020/1/24,BID
2020/1/24,SALE
2020/1/24,BID
2020/1/24,SALE_PRICE_SET
2020/1/24,CANCEL_BID
2020/1/24,CANCEL_BID
2020/1/24,SALE_PRICE_SET
2020/1/24,CANCEL_BID
2020/1/24,CANCEL_BID
2020/1/24,SALE_PRICE_SET
2020/1/24,SALE_PRICE_SET
2020/1/24,SALE_PRICE_SET
2020/1/24,CANCEL_BID
2020/1/24,ACCEPT_BID
2020/1/24,BID
2020/1/24,SALE_PRICE_SET
2020/1/24,TRANSFER
2020/1/24,BID
2020/1/24,BID
2020/1/24,SALE_PRICE_SET
2020/1/24,SALE_PRICE_SET
2020/1/24,BID
2020/1/24,ACCEPT_BID
2020/1/24,BID
2020/1/24,CANCEL_BID
2020/1/24,CANCEL_BID
2020/1/24,BID
2020/1/24,TRANSFER
2020/1/24,BID
2020/1/24,SALE_PRICE_SET
2020/1/24,SALE_PRICE_SET
2020/1/24,SALE_PRICE_SET
2020/1/24,SALE_PRICE_SET
2020/1/24,BID
2020/1/24,BID
2020/1/24,SALE_PRICE_SET
2020/1/24,BID
2020/1/24,CANCEL_BID
2020/1/24,CANCEL_BID
2020/1/24,BID
2020/1/24,BID
2020/1/24,SALE_PRICE_SET
2020/1/24,ACCEPT_BID
2020/1/24,SALE_PRICE_SET
2020/1/24,TRANSFER
2020/1/24,BID
2020/1/24,BID
2020/1/24,CANCEL_BID
2020/1/24,ACCEPT_BID
2020/1/24,BID
2020/1/24,BID
2020/1/24,BID
2020/1/24,ACCEPT_BID
2020/1/24,BID
2020/1/24,BID
2020/1/24,SALE_PRICE_SET
2020/1/24,BID
2020/1/24,BID
2020/1/24,BID
2020/1/24,SALE_PRICE_SET
2020/1/24,SALE_PRICE_SET
2020/1/24,SALE_PRICE_SET
2020/1/24,SALE_PRICE_SET
2020/1/24,BID
2020/1/24,BID
2020/1/24,ACCEPT_BID
2020/1/24,CANCEL_BID
2020/1/24,ACCEPT_BID
