,theta,theta_past_ma10
310,1.0773391453500683,2.656601031834948
311,4.144770924224033,2.241419714789253
312,8.373911152950797,2.1104603197103406
313,7.411410320469804,2.4684725378034242
314,3.7743598779327785,2.7753437407258894
315,3.878186994399806,3.040563388070437
316,3.744113141433391,3.3130827508448975
317,3.773620785229507,3.571509463385463
318,3.4935881623061595,3.837171332305264
319,3.6409220224083536,4.07770591456042
320,3.719616084950221,4.33122225267047
321,7.278226949810409,4.5954499466304854
322,8.617702079389801,4.908795549189122
323,6.249611842753936,4.9331746418330225
324,2.1597243828914965,4.816994794061436
325,1.7330278358551592,4.655531244557308
326,1.6925728031825944,4.441015328702843
327,1.678290301076016,4.235861294877763
328,1.4453619158945405,4.026328246462414
329,1.5005610292411562,3.8215056218212533
330,1.4055187709804016,3.607469522504533
331,1.4086035633382556,3.3760597911075507
332,1.696584278084889,2.789097452460336
333,1.6045290273790442,2.0969856723298443
334,1.5658757641132197,1.6324773907923553
335,5.673826066540199,1.5730925289145277
336,6.340041605089941,1.9671723519830315
337,6.494478083261707,2.431919232173766
338,6.443389897569556,2.9135380103923354
339,5.751868173969817,3.4133408085598367
340,6.621373768837414,3.838471523032703
341,6.982052880899426,4.360057022818404
342,6.352022245040813,4.917401954574521
343,8.211809809354754,5.382945751270114
344,8.037272440000319,6.043673829467685
345,8.532399998027673,6.690813497056395
346,10.46578138577064,6.976670890205142
347,9.705657747363235,7.389244868273212
348,9.582788675406979,7.710362834683364
349,23.949969135024524,8.024302712467106
350,12.377874635499522,9.844112808572579
351,12.333755623109191,10.419762895238788
352,10.683592892844775,10.954933169459766
353,10.332813518847248,11.388090234240163
354,10.272865435287454,11.600190605189411
355,11.122376489569536,11.823749904718124
356,7.451515595228074,12.082747553872311
357,6.5199939823585495,11.781320974818055
358,6.147759048732794,11.462754598317584
359,6.302299279204281,11.119251635650167
360,5.733636905155355,9.354484650068141
361,3.4206693432138593,8.690060877033726
362,3.2642998768351426,7.798752249044194
363,3.0383901427951305,7.056822947443228
364,3.1705391898076796,6.327380609838017
365,2.340919628734485,5.617147985290041
366,2.677631859728425,4.739002299206535
367,2.422653696621336,4.261613925656571
368,2.2602654074782276,3.8518798970828483
369,2.1585754664822803,3.463130532957392
370,2.3830720230715268,3.0487581516851923
371,2.3622202399713426,2.7137016634768094
372,8.001736942269579,2.607856753152558
373,11.495319940907507,3.081600459696001
374,9.862028197884014,3.927293439507239
375,7.134735902668989,4.596442340314872
376,6.650871639601207,5.075823967708322
377,5.673738347635811,5.473147945695601
378,5.189884985688087,5.798256410797048
379,5.194196427445308,6.091218368618034
380,3.4931018220058507,6.394780464714337
381,3.3414957089056787,6.505783444607769
382,3.271681157543292,6.603710991501204
383,3.367104134791025,6.130705413028574
384,3.314292530978111,5.317883832416927
385,3.5088506161940076,4.663110265726336
386,3.4804174245993837,4.300521737078838
387,4.900069818945426,3.9834763155786552
388,4.681014872414597,3.9061094627096167
389,4.5892473197002115,3.855222451382268
390,4.562634960782347,3.7947275406077585
391,4.89040601261852,3.901680854485408
392,4.560049609417575,4.056571884856693
393,3.5121894937599034,4.185408730044121
394,4.608393035084177,4.199917265941008
395,4.688063434011153,4.329327316351614
396,6.041960103586289,4.44724859813333
397,5.482116431743242,4.70340286603202
398,5.971277690885855,4.761607527311802
399,5.547655792747879,4.890633809158928
400,7.957842041969688,4.9864746564636935
401,6.4418989481870295,5.325995364582428
402,6.584713177124274,5.481144658139279
403,3.7818442483674164,5.683611014909949
404,3.8425028869972464,5.7105764903707
405,3.8942227718867617,5.633987475562007
406,3.832704109195156,5.554603409349568
407,3.639154834986437,5.333677809910455
408,3.815728432044358,5.1493816502347745
409,3.818805758093711,4.933826724350625
410,3.5613849209698927,4.760941720885208
411,2.9715567089317743,4.321296008785229
412,3.101060810239831,3.974261784859703
413,2.8693188288653446,3.6258965481712577
414,2.777909042106757,3.5346440062210513
415,2.749667214608315,3.4281846217320022
416,2.755453751470059,3.313729066004158
417,3.3052644840494882,3.206004030231648
418,5.112457465763188,3.1726149951379528
419,5.076093110150257,3.302287898509836
420,5.163611535964388,3.428016633715491
421,5.045349459071626,3.5882392952149402
422,0.29495173085600085,3.7956185702289256
423,0.25495180634367653,3.515007662290543
424,0.207930697348897,3.253570960038376
425,0.1770601738752748,2.9965731255625894
426,0.19482158160719024,2.7393124214892857
427,0.2382472908940005,2.483249204502999
428,0.3564793107103287,2.17654748518745
429,0.32330504581799013,1.700949669682164
430,0.2865883641227178,1.2256708632489373
431,0.2986244188319615,0.7379685460647702
432,0.6116990536860683,0.2632960420408038
433,0.8872616534570377,0.2949707743238106
434,0.7820573269318875,0.35820175903514667
435,0.6574392104254808,0.4156144219934458
436,0.6330349172084894,0.4636523256484663
437,0.613310828665719,0.5074736592085962
438,0.781582310483375,0.544980012985768
439,1.6089125629571548,0.5874903129630726
440,2.2142882389923684,0.7160510646769891
441,1.6181099684760119,0.9088210521639543
442,0.08369675843836676,1.0407696071283592
443,0.0816915508606923,0.9879693776035892
444,0.07229765498038397,0.9074123673439546
445,0.07169202103005791,0.8364364001488044
446,0.07849205158719674,0.7778616812092619
447,0.09912872741702522,0.7224073946471327
448,0.10051239236163707,0.6709891845222633
449,0.09400813372714803,0.6028821927100896
450,0.08335929463210133,0.4513917497870888
451,0.08605904075469337,0.2382988553510621
452,0.09979818719392938,0.08509376257893027
453,0.1445630488535398,0.08670390545448653
454,1.5637089616827062,0.0929910552537713
455,1.2538302088775575,0.24213218592400354
456,1.5788536129362734,0.3603460047087535
457,1.8420096469874494,0.5103821608436612
458,1.7260773604440425,0.6846702528007036
459,1.996583812319864,0.8472267496089441
460,2.064172370529222,1.0374843174682158
461,1.6224102368549131,1.2355656250579279
462,1.5306493437273985,1.3892007446679497
463,1.4728966599966973,1.5322858603212965
464,1.2784242961415913,1.6651192214356123
465,1.4014931065096572,1.6365907548815009
466,1.3793845453268885,1.6513570446447108
467,1.3753058373091582,1.6314101378837722
468,4.692765756250303,1.5847397569159432
469,2.6464227789226205,1.8814085964965692
470,2.7502300100172596,1.946392493156845
471,0.9353127864684648,2.0149982571056486
472,0.9684006115486622,1.9462885120670037
473,1.0269837858351498,1.8900636388491303
474,1.0506436234505143,1.8454723514329756
475,1.07046702594165,1.8226942841638674
476,1.046903880138515,1.7895916761070674
477,1.0222254331645617,1.7563436095882299
478,4.970902943005824,1.72103556917377
479,5.244586418380163,1.7488492878493223
480,6.1620703737710585,2.0086656517950763
481,7.015672673323993,2.349849688170456
482,3.0891667018991646,2.9578856768560096
483,3.1908467389989656,3.169962285891059
484,1.097424840036819,3.3863485812074408
485,1.0904110320327942,3.391026702866071
486,1.0985715283491022,3.3930211034751863
487,1.1122563426060081,3.3981878682962448
488,1.0961001479646462,3.4071909592403893
489,1.3036527356642933,3.0197106797362716
490,1.1201310268524385,2.6256173114646844
491,1.508695013324361,2.1214233767728223
492,1.3508584353195991,1.5707256107728593
493,1.2420195728181993,1.3968947841149029
494,1.2773137923410158,1.2020120674968262
495,1.845813067370456,1.2200009627272457
496,3.9293285475263255,1.295541166261012
497,3.9299522900240604,1.578616868178734
498,0.004619216727363072,1.8603864629205393
499,0.004619363558318549,1.7512383697968112
500,0.004619567727084893,1.6213350325862137
501,0.004620222764858055,1.5097838866736784
502,0.004620478891573874,1.359376407617728
503,0.004619918152707403,1.2247526119749257
504,0.004619551959390242,1.1010126465083763
505,4.684108149777448,0.9737432224702138
506,4.684018995933961,1.257572730710913
507,4.044843210144346,1.3330417755516766
508,3.065411423458088,1.344530867563705
509,3.2337519889602984,1.6506100882367776
510,2.8874869383913544,1.9735233507769756
511,3.5674536776732926,2.261810087843403
512,1.2938964224348366,2.618093433334246
513,1.209147182464579,2.7470210276885725
514,1.236109947240445,2.8674737541197595
515,1.337005920971121,2.990622793647865
516,1.3516244964870592,2.6559125707672324
517,1.553136650215126,2.322673120822542
518,1.71668858884249,2.07350246482962
519,3.8930490944880587,1.9386301813680604
520,10.915304841765948,2.004559891920836
521,7.120996639142942,2.8073416822582957
522,6.223003217259332,3.1626959784052606
523,5.999932860995638,3.65560665788771
524,5.689900319481237,4.1346852257408155
525,5.502495865501154,4.580064262964894
526,5.661333057538029,4.996613257417898
527,5.5488611953763645,5.427584113522995
528,7.213551432990815,5.82715656803912
529,14.039248567718415,6.376842852453952
530,13.55897825951344,7.391462799776988
531,8.48959805148911,7.6558301415517365
532,7.982942722290842,7.792690282786353
533,7.6316699365989,7.968684233289504
534,4.624346598247774,8.13185794084983
535,4.369234026335782,8.025302568726485
536,4.552687823761439,7.911976384809947
537,5.592630583448232,7.801111861432288
538,5.350783365451716,7.805488800239475
539,5.410929977092357,7.619211993485566
540,8.275441035690966,6.756380134422959
541,10.374417953607704,6.228026412040712
542,10.369311321807809,6.416508402252572
543,8.276738267112766,6.655145262204267
544,8.084387989820227,6.719652095255654
545,11.779050552843104,7.0656562344129
546,13.012626305447295,7.806637887063632
547,10.874318645126118,8.652631735232218
548,10.203693562756314,9.180800541400005
549,10.491745699784774,9.666091561130466
550,11.473379264018044,10.174173133399709
551,11.272074047149475,10.493966956232416
552,5.97911233690382,10.583732565586592
553,6.058936732871612,10.144712667096194
554,5.925846319965264,9.922932513672079
555,5.942270777820606,9.707078346686583
556,6.662628001502565,9.123400369184333
557,6.441787454676275,8.488400538789858
558,7.62184115112634,8.045147419744875
559,14.419876660762737,7.786962178581878
560,10.555661933094953,8.179775274679674
561,8.147817049947323,8.088003541587366
562,7.793440640405577,7.7755778418671495
563,6.644084601352314,7.957010672217325
564,6.839420925126603,8.015525459065396
565,4.658468816785708,8.10688291958153
566,4.8627013770818595,7.978502723478039
567,0.4584875392968433,7.798510061035969
568,0.4564768833719235,7.200180069498025
569,0.4577087752386564,6.483643642722585
570,0.46551691055580546,5.087426854170176
571,0.46314421906107633,4.078412351916262
572,0.45761997958793277,3.309945068827637
573,0.4557162619129762,2.5763630027458726
574,6.892785889393848,1.9575261688019385
575,6.8231747594464185,1.9628626652286627
576,6.960743452187413,2.179333259494734
577,9.737217998038131,2.3891374670052894
578,11.729190918658714,3.3170105128794183
579,7.694877555380538,4.444281916408097
580,4.661904067707588,5.167998794422285
581,0.9334656410926847,5.587637510137464
582,0.9552752615797064,5.634669652340625
583,0.9674051546697264,5.684435180539802
584,0.978519963253996,5.735604069815477
585,0.958074938885938,5.144177477201492
586,0.9374049859746824,4.557667495145443
587,0.9057944910011339,3.955333648524171
588,4.006569712843815,3.0721912978204706
589,7.714317231689023,2.2999291772389805
590,1.351018705789134,2.3018731448698295
591,1.3538733343475193,1.9707846086779839
592,1.3840493550903166,2.012825378003467
593,1.3950750688112814,2.055702787354529
594,1.4495874099767683,2.098469778768684
595,1.4661478236466892,2.145576523440961
596,1.56143181524795,2.1963838119170367
597,0.9878004077048917,2.258786494844363
598,0.9742517710856838,2.2669870865147392
599,0.961563365401478,1.9637552923389259
600,0.9316357683488803,1.2884799057101712
601,0.9109020441743232,1.2465416119661459
602,0.9075685327777889,1.2022444829488261
603,0.893784247608607,1.1545964007175735
604,0.8733012682552297,1.104467318597306
605,0.8825770220378178,1.0468387044251521
606,0.8672522671983769,0.9884816242642651
607,0.858592712087552,0.9190636694593076
608,0.8530365031808436,0.9061428998975739
609,0.8403254787331308,0.8940213731070896
610,0.8350603752214003,0.881897584440255
611,5.772747482125215,0.8722400451275071
612,18.745324831869066,1.358424588922596
613,17.234049380285846,3.1422002188317237
614,16.257184086480528,4.776226732099448
615,15.531302302012941,6.314615013921978
616,13.142689981821809,7.779487541919489
617,7.257276487831636,9.007031313381834
618,6.898872905908504,9.646899690956243
619,6.861106502753257,10.251483331229007
620,6.044135104665696,10.85356143363102
621,6.126734663034754,11.37446890657545
622,5.668109575045373,11.409867624666404
623,3.8421557035371507,10.102146098984035
624,4.305216990630358,8.762956731309165
625,4.365183652104536,7.567760021724149
626,4.43224813076276,6.451148156733308
627,4.6709177332688645,5.580103971627403
628,4.655209085326383,5.321468096171126
629,4.632815170323734,5.097101714112914
630,6.905826808738482,4.874272580869961
631,6.83302591107812,4.960441751277239
632,5.8277222297874065,5.031070876081577
633,6.145671919643425,5.04703214155578
634,5.020623015368426,5.277383763166407
635,4.615107563839415,5.3489243656402135
636,3.447943034699907,5.373916756813702
637,3.339078346210072,5.275486247207416
638,3.3550629568011368,5.142302308501537
639,3.673363549228976,5.012287695649013
640,3.457195597865829,4.916342533539536
641,3.6597008192731777,4.5714794124522715
642,3.6652856637940876,4.254146903271778
643,4.182149638039429,4.037903246672446
644,4.49316058209955,3.841551018512046
645,4.608164975064408,3.788804775185158
646,5.399953837502876,3.7881105163076576
647,4.7765950395270895,3.983311596587955
648,4.658146726972624,4.127063265919657
649,4.775133744151712,4.257371642936805
650,5.576141160288259,4.367548662429078
651,5.432449444653584,4.579443218671321
652,5.263436534771592,4.756718081209362
653,6.738955035597615,4.916533168307113
654,6.544462678347829,5.172213708062931
655,13.540345644361555,5.377343917687758
656,14.110164429969599,6.2705619846174745
657,17.497228836037145,7.141583043864147
658,0.9603986683691218,8.413646423515152
659,0.9692134890354697,8.043871617654801
660,0.9786523989104757,7.663279592143178
661,0.9933418055687085,7.203530716005399
662,1.0096846153324819,6.7596199520969105
663,1.0349493926992834,6.334244760153001
664,1.0578859097735853,5.763844195863167
665,4.224379959815763,5.2151865190057425
666,4.214848391721723,4.283589950551163
667,4.418649624467037,3.294058346726376
668,3.9837732430182595,1.9862004255693655
669,3.2029766894813143,2.2885378830342793
670,3.223374776385095,2.511914203078864
671,1.6946582929950018,2.7363864408263257
672,0.27414886932803234,2.806518089568955
673,0.2771146353887466,2.7329645149685104
674,0.2775978376923373,2.6571810392374564
675,0.27898301064968967,2.5791522320293314
676,0.28502541505441953,2.1846125371127245
677,0.28698338807467705,1.791630239445994
678,0.28463631941307577,1.378463615806758
679,3.732132679222006,1.0085499234462396
680,4.131300683281597,1.0614655224203087
681,3.464210637349334,1.152258113109959
682,3.1121340392131254,1.3292133475453922
683,2.8288815222100787,1.6130118645339013
684,0.5862495308033617,1.8681885532160347
685,0.5887376843851939,1.8990537225271376
686,0.5773211861310232,1.9300291899006878
687,0.5756970201521053,1.9592587670083481
688,0.5654471916268307,1.988130130216091
689,0.5273811053215249,2.0162112174374665
690,0.46588940224206027,1.6957360600474183
691,0.936362702289884,1.3291949319434644
692,0.29939567947986756,1.0764101384375195
693,0.11481380061371707,0.7951363024641938
694,0.11111122630598015,0.5237295303045576
695,0.11296657583562221,0.47621569985481943
696,0.11738907221676365,0.42863858899986235
697,0.14040172070885015,0.3826453776084363
698,0.1927333173229876,0.3391158476641108
699,0.17662197660096168,0.30184446023372646
700,0.2507946730708458,0.26676854736167016
701,0.23568034316668457,0.2452590744445487
702,0.1916654486431082,0.17519083853222878
703,0.1924538103416113,0.1644178154485528
704,0.17568585620532953,0.17218181642134223
705,0.25455525052892997,0.17863927941127716
706,0.23827073666216841,0.19279814688060795
707,0.47022278503427345,0.20488631332514845
708,1.2834586711147753,0.23786841975769074
709,1.3103493724470647,0.3469409551368695
710,1.335377617511655,0.4603136947214798
711,1.3229375860638946,0.5687719891655607
712,1.0953891932360746,0.6774977134552818
713,1.0890581214259294,0.7678700879145783
714,1.069790583908883,0.8575305190230103
715,0.994247577664016,0.9469409917933657
716,1.0777222489535496,1.0209102245068742
717,1.004919326943983,1.1048553757360122
718,1.2902221554610744,1.1583250299269834
719,1.4363013349451696,1.159001378361613
720,1.1134613091621026,1.1715965746114236
721,1.095779030327498,1.1494049437764684
722,1.1139571516636562,1.1266890882028286
723,0.46373244940294095,1.128545884045587
724,0.45402230181194275,1.066013316843288
725,0.45636195880000974,1.004436488633594
726,0.4562630465748677,0.9506479267471933
727,0.4568590715026295,0.8885020065093252
728,0.45772102291557254,0.8336959809651899
729,0.48174381345820433,0.7504458677106396
730,1.7821035362178885,0.6549901155619431
731,1.5792093439958168,0.7218543382675218
